"order_id","customer_id","product_id","quantity","order_date"
229,43011,64,10,2024-09-10
230,41363,42,3,2024-12-28
231,34557,181,2,2024-01-01
232,17714,34,9,2024-02-29
233,46303,164,9,2024-03-07
234,8802,175,3,2024-08-14
235,23542,200,9,2024-01-21
236,23982,127,3,2024-08-15
237,5158,73,4,2024-01-06
238,31281,14,10,2024-03-30
239,47178,124,2,2024-12-29
240,21403,10,6,2024-09-23
241,21674,163,1,2024-08-01
242,38089,124,2,2024-07-14
243,33883,127,10,2024-11-24
244,29139,147,7,2024-05-24
245,27708,4,8,2024-12-02
246,14431,43,10,2024-03-08
247,43179,31,7,2024-12-15
248,16027,190,10,2024-04-01
249,33748,17,2,2024-05-21
250,17554,1,5,2024-05-20
251,36552,39,9,2024-02-23
252,20730,5,4,2024-04-19
253,35823,144,1,2024-01-03
254,44672,110,10,2024-06-07
255,18913,139,7,2024-05-15
256,2975,76,1,2024-12-12
257,27370,178,1,2024-10-28
258,12925,54,7,2024-08-08
259,30829,33,8,2024-07-29
260,28556,42,10,2024-10-27
261,3745,107,1,2024-07-11
262,9692,119,9,2024-03-22
263,44605,186,3,2024-07-18
264,27836,136,9,2024-07-05
265,15822,38,8,2024-12-24
266,4533,12,9,2024-05-11
267,12720,172,6,2024-09-21
268,17711,83,2,2024-03-18
269,38177,46,8,2024-02-08
270,30927,148,9,2024-10-23
271,34146,110,2,2024-10-26
272,34526,14,4,2024-12-09
273,101,67,6,2024-05-17
274,29349,23,4,2024-12-03
275,3291,111,3,2024-06-02
276,21169,199,9,2024-09-24
277,13886,86,5,2024-03-11
278,44151,61,7,2024-02-08
279,26462,75,5,2024-02-26
280,22912,79,9,2024-06-21
281,19227,167,1,2024-11-11
282,30029,58,5,2024-10-15
283,3530,65,2,2024-12-15
284,29909,173,3,2024-01-14
285,11885,28,7,2024-05-28
286,44275,34,4,2024-06-17
287,21167,12,3,2024-02-13
288,15856,150,4,2024-06-26
289,38850,19,6,2024-05-29
290,39870,36,8,2024-01-30
291,37276,94,8,2024-04-15
292,25688,87,8,2024-04-25
293,1458,123,6,2024-08-02
294,15498,56,5,2024-05-10
295,43432,101,3,2024-02-04
296,7575,146,3,2024-02-10
297,41101,166,7,2024-06-20
298,15451,63,9,2024-03-13
299,20133,35,2,2024-12-11
300,14969,89,10,2024-11-16
301,30172,189,5,2024-07-16
302,21645,116,8,2024-08-08
303,33901,76,1,2024-05-30
304,36901,33,6,2024-05-08
305,37791,118,3,2024-04-27
306,12365,103,1,2024-11-27
307,29294,16,4,2024-03-03
308,43060,141,5,2024-10-23
309,47764,118,8,2024-08-16
310,9451,156,4,2024-09-23
311,45770,47,8,2024-04-02
312,18613,141,2,2024-01-21
313,27616,33,8,2024-09-02
314,312,121,5,2024-03-02
315,7580,163,3,2024-01-07
316,6620,122,6,2024-09-26
317,16478,17,10,2024-10-24
318,26515,59,4,2024-03-29
319,44050,121,4,2024-05-19
320,19382,152,1,2024-12-05
321,48171,61,2,2024-01-26
322,45795,49,8,2024-04-01
323,11170,48,8,2024-11-04
324,48117,107,10,2024-11-07
325,18370,109,3,2024-11-24
326,43638,37,7,2024-06-26
327,44147,29,2,2024-10-01
328,30799,8,8,2024-09-04
329,48536,47,10,2024-10-15
330,26635,28,4,2024-03-13
331,36586,182,3,2024-12-08
332,12351,54,5,2024-09-05
333,48747,190,8,2024-10-13
334,26751,104,5,2024-05-16
335,7872,4,10,2024-08-30
336,44141,109,1,2024-09-24
337,9642,200,7,2024-01-09
338,4538,195,4,2024-03-08
339,12771,149,1,2024-01-28
340,9674,126,4,2024-06-06
341,21596,141,1,2024-03-08
342,12438,27,6,2024-05-08
343,32447,187,5,2024-05-03
344,49368,33,3,2024-03-30
345,11663,65,7,2024-08-09
346,35174,182,8,2024-09-16
347,1372,184,6,2024-04-13
348,36461,99,3,2024-11-21
349,43342,148,5,2024-07-29
350,9362,82,9,2024-03-28
351,46352,157,4,2024-08-25
352,35987,82,5,2024-08-16
353,25410,97,9,2024-04-04
354,43695,97,8,2024-11-19
355,5758,182,6,2024-03-28
356,49619,50,1,2024-07-08
357,19989,108,9,2024-12-07
358,21181,5,7,2024-08-12
359,14337,194,10,2024-07-27
360,527,63,4,2024-08-05
361,12690,170,5,2024-05-04
362,47435,98,5,2024-12-06
363,1502,13,5,2024-03-28
364,11636,48,1,2024-10-26
365,19646,199,3,2024-12-14
366,939,96,4,2024-08-29
367,47048,190,7,2024-06-18
368,25656,88,10,2024-11-30
369,44860,184,8,2024-07-02
370,3573,145,2,2024-04-14
371,22695,56,5,2024-02-09
372,40815,147,7,2024-08-23
373,11787,183,5,2024-11-29
374,11059,122,5,2024-11-12
375,14479,165,3,2024-07-24
376,239,88,5,2024-07-28
377,7705,192,4,2024-09-09
378,27484,179,7,2024-10-09
379,9488,170,3,2024-01-28
380,48877,129,4,2024-05-10
381,24223,127,9,2024-04-09
382,1765,147,9,2024-11-23
383,18011,29,8,2024-09-27
384,6469,90,9,2024-11-08
385,29899,147,6,2024-01-23
386,40368,117,5,2024-05-22
387,5285,75,1,2024-07-04
388,6284,28,4,2024-10-23
389,18919,187,9,2024-12-29
390,43434,51,8,2024-11-12
391,14960,91,10,2024-05-24
392,31874,9,1,2024-02-19
393,5377,6,10,2024-08-26
394,39215,25,3,2024-06-15
395,3148,166,7,2024-12-16
396,5744,172,9,2024-02-17
397,5377,77,8,2024-10-02
398,2801,12,4,2024-12-23
399,12319,26,3,2024-07-31
400,4305,69,1,2024-06-06
401,36249,131,8,2024-10-27
402,16679,188,5,2024-12-08
403,47696,138,3,2024-07-11
404,38435,68,3,2024-04-03
405,13564,30,6,2024-08-03
406,20245,142,5,2024-12-13
407,34010,14,1,2024-07-15
408,14699,2,3,2024-11-12
409,12656,176,2,2024-12-04
410,23544,39,5,2024-12-12
411,37495,89,5,2024-10-26
412,45897,167,4,2024-01-17
413,10701,162,9,2024-06-18
414,32716,70,3,2024-02-23
415,29657,120,2,2024-05-09
416,5050,126,6,2024-10-15
417,20519,110,6,2024-07-06
418,25873,200,10,2024-12-27
419,38810,132,1,2024-02-16
420,22442,129,7,2024-04-02
421,49804,114,6,2024-11-09
422,48412,63,2,2024-03-28
423,1342,96,9,2024-07-13
424,8195,147,8,2024-01-14
425,4236,196,5,2024-09-20
426,23331,71,1,2024-02-14
427,41318,72,7,2024-06-11
428,6746,159,4,2024-09-30
429,43871,98,3,2024-06-20
430,23979,131,7,2024-09-16
431,36394,34,3,2024-05-13
432,36030,83,4,2024-01-19
433,4109,124,1,2024-06-26
434,21979,197,2,2024-11-05
435,4513,160,10,2024-09-24
436,3585,91,8,2024-10-05
437,16515,164,10,2024-09-17
438,44803,97,4,2024-06-20
439,44091,150,3,2024-05-26
440,45847,44,9,2024-06-17
441,39238,159,5,2024-03-29
442,30728,169,5,2024-08-21
443,41245,68,1,2024-06-20
444,32699,93,7,2024-04-28
445,46831,171,6,2024-03-07
446,44499,145,1,2024-09-05
447,37424,172,8,2024-04-27
448,19321,122,3,2024-09-13
449,11082,14,2,2024-11-23
450,7515,182,3,2024-08-21
451,5914,27,5,2024-05-21
452,48094,111,6,2024-10-02
453,18128,71,9,2024-11-23
454,16622,161,2,2024-03-24
455,21733,37,9,2024-01-05
456,11468,134,10,2024-02-11
457,1822,72,5,2024-12-18
458,40368,56,4,2024-05-23
459,36444,53,4,2024-11-22
460,16692,58,3,2024-04-12
461,24530,158,10,2024-06-23
462,8949,161,9,2024-09-29
463,34859,120,5,2024-10-09
464,25855,196,10,2024-10-04
465,10456,146,2,2024-10-24
466,10179,118,2,2024-02-24
467,42753,4,2,2024-05-16
468,27714,154,2,2024-09-12
469,40636,181,1,2024-01-31
470,37803,147,8,2024-01-18
471,23927,197,3,2024-04-11
472,7574,139,7,2024-01-22
473,11020,111,4,2024-06-05
474,3963,60,9,2024-11-24
475,32257,70,8,2024-06-06
476,47437,127,8,2024-05-11
477,16057,189,3,2024-08-31
478,49654,61,5,2024-06-03
479,5495,159,7,2024-09-19
480,19237,116,4,2024-06-09
481,42541,65,8,2024-05-30
482,4527,113,8,2024-12-11
483,46552,67,4,2024-10-26
484,21987,132,4,2024-12-01
485,14945,22,4,2024-08-28
486,12521,19,8,2024-09-10
487,32890,9,1,2024-11-29
488,41753,118,7,2024-07-06
489,45031,192,3,2024-03-22
490,9611,94,7,2024-07-03
491,17067,52,6,2024-05-14
492,17101,122,7,2024-11-09
493,48160,134,3,2024-02-17
494,48124,162,6,2024-12-07
495,17427,46,9,2024-08-20
496,15003,73,10,2024-09-18
497,28738,10,2,2024-09-30
498,48132,116,5,2024-12-25
499,23836,106,7,2024-09-17
500,8179,133,9,2024-10-03
501,44122,58,6,2024-10-18
502,43696,109,1,2024-05-31
503,34497,187,7,2024-01-09
504,8633,75,4,2024-12-16
505,44975,174,8,2024-03-15
506,27522,85,3,2024-01-16
507,18604,108,3,2024-09-17
508,14546,185,4,2024-10-08
509,3990,128,6,2024-11-06
510,6443,186,6,2024-06-09
511,7913,136,6,2024-11-12
512,632,182,5,2024-12-06
513,49626,160,6,2024-06-01
514,10623,85,5,2024-11-27
515,28827,138,10,2024-06-03
516,45260,12,2,2024-04-22
517,43212,111,10,2024-12-20
518,43796,124,8,2024-07-02
519,37872,144,8,2024-09-26
520,9878,105,6,2024-08-10
521,37453,45,6,2024-05-05
522,16097,130,4,2024-12-18
523,45705,57,3,2024-11-02
524,37558,106,10,2024-08-06
525,32589,19,6,2024-06-21
526,34921,90,10,2024-09-22
527,15775,40,6,2024-02-26
528,43291,184,2,2024-05-21
529,18367,159,9,2024-10-20
530,14776,34,6,2024-02-12
531,1868,119,8,2024-10-28
532,40702,33,8,2024-04-19
533,22458,164,10,2024-07-12
534,14732,14,2,2024-12-15
535,32552,101,9,2024-12-27
536,28363,126,4,2024-07-28
537,40909,146,5,2024-12-03
538,19535,32,5,2024-11-30
539,33077,131,7,2024-08-16
540,49906,137,8,2024-08-05
541,11484,43,2,2024-12-21
542,31444,58,2,2024-04-11
543,21326,3,7,2024-09-12
544,19934,142,1,2024-11-20
545,31623,63,1,2024-11-09
546,9020,14,9,2024-06-05
547,46751,143,6,2024-11-14
548,8835,85,1,2024-12-09
549,42144,36,5,2024-07-14
550,19852,147,1,2024-10-30
551,13157,163,2,2024-03-07
552,43016,82,2,2024-10-16
553,9026,42,9,2024-06-08
554,46419,103,4,2024-10-08
555,5519,181,9,2024-09-05
556,31293,145,2,2024-08-17
557,48898,95,3,2024-12-26
558,14145,88,4,2024-05-22
559,3782,135,1,2024-11-24
560,40767,82,7,2024-12-28
561,387,188,10,2024-03-02
562,12453,109,9,2024-11-17
563,26054,184,6,2024-04-23
564,14882,109,3,2024-03-05
565,28355,129,5,2024-03-29
566,5441,114,5,2024-04-08
567,23698,164,5,2024-07-08
568,32726,12,5,2024-11-03
569,47477,67,1,2024-11-10
570,20674,144,10,2024-08-31
571,44530,16,9,2024-11-15
572,1271,59,9,2024-05-17
573,21435,169,5,2024-03-29
574,23270,67,5,2024-03-15
575,38338,189,10,2024-07-04
576,16971,13,7,2024-09-14
577,7817,8,9,2024-12-27
578,37499,77,10,2024-07-02
579,37620,110,1,2024-08-15
580,6743,193,2,2024-04-20
581,7418,146,1,2024-05-06
582,26146,182,5,2024-04-05
583,31818,119,6,2024-02-11
584,43485,180,4,2024-10-23
585,38340,115,1,2024-09-29
586,4428,118,2,2024-05-01
587,10964,34,1,2024-09-05
588,11031,92,3,2024-08-25
589,2525,109,1,2024-09-17
590,40162,169,6,2024-12-24
591,1510,49,1,2024-07-08
592,34707,104,9,2024-10-17
593,44016,19,8,2024-04-28
594,36810,25,3,2024-08-18
595,41222,31,1,2024-05-19
596,44833,163,9,2024-10-07
597,2215,31,10,2024-07-02
598,25861,197,1,2024-05-22
599,1437,66,6,2024-02-18
600,37683,83,10,2024-09-28
601,38854,188,8,2024-01-16
602,49299,131,8,2024-06-11
603,47786,76,1,2024-11-25
604,46682,115,3,2024-04-30
605,37627,52,6,2024-06-04
606,29083,60,10,2024-06-04
607,14916,194,3,2024-08-19
608,12432,131,6,2024-12-16
609,30210,147,8,2024-04-22
610,29596,102,4,2024-11-25
611,44301,173,9,2024-03-31
612,12849,139,2,2024-12-17
613,26716,126,4,2024-09-30
614,16323,25,3,2024-08-16
615,23026,78,9,2024-09-16
616,20589,15,9,2024-09-20
617,19279,34,1,2024-10-11
618,27584,154,10,2024-07-04
619,12423,144,7,2024-05-12
620,44132,8,8,2024-11-17
621,2418,194,9,2024-09-21
622,10258,98,6,2024-12-30
623,42279,128,3,2024-08-31
624,30060,156,3,2024-08-14
625,2190,133,3,2024-11-10
626,12333,9,7,2024-05-01
627,13149,73,1,2024-08-14
628,26944,142,10,2024-06-30
629,28228,46,1,2024-08-11
630,15613,39,2,2024-08-01
631,32159,49,10,2024-06-22
632,1935,7,7,2024-07-24
633,27564,92,5,2024-10-23
634,7427,185,9,2024-04-23
635,41063,87,10,2024-04-03
636,8731,191,4,2024-03-01
637,44742,28,4,2024-12-29
638,19180,51,8,2024-02-17
639,36500,63,1,2024-06-23
640,30484,97,10,2024-04-02
641,20352,61,3,2024-06-29
642,39056,58,4,2024-10-19
643,6996,138,2,2024-09-26
644,11698,120,8,2024-01-18
645,35034,109,4,2024-01-26
646,18474,70,3,2024-06-30
647,35549,39,5,2024-10-04
648,22274,22,7,2024-01-24
649,19726,10,2,2024-08-05
650,27117,21,3,2024-04-07
651,5347,60,1,2024-07-24
652,43949,14,2,2024-03-28
653,28049,182,2,2024-03-21
654,3046,135,6,2024-09-16
655,46120,111,10,2024-12-17
656,36349,187,10,2024-09-10
657,37516,153,6,2024-08-21
658,29815,173,10,2024-01-03
659,26747,158,5,2024-04-14
660,15174,170,3,2024-04-08
661,9613,174,4,2024-09-03
662,10478,173,1,2024-07-12
663,21128,49,6,2024-12-25
664,12203,154,10,2024-06-18
665,40775,75,5,2024-12-11
666,7145,128,5,2024-12-07
667,45376,119,5,2024-06-06
668,1311,36,2,2024-07-29
669,17337,46,7,2024-09-20
670,49899,77,3,2024-02-05
671,26988,30,5,2024-01-21
672,34805,129,8,2024-06-07
673,41338,24,8,2024-03-16
674,24876,71,3,2024-10-20
675,22658,144,2,2024-07-25
676,39747,6,5,2024-03-26
677,13563,69,4,2024-06-29
678,1807,164,2,2024-08-07
679,19817,157,8,2024-06-12
680,39732,90,4,2024-07-23
681,36678,30,7,2024-09-30
682,29977,20,7,2024-04-20
683,4037,92,10,2024-04-17
684,35825,41,2,2024-03-15
685,39647,103,8,2024-11-17
686,523,143,5,2024-10-22
687,10077,151,3,2024-12-10
688,41283,14,4,2024-06-06
689,6944,120,4,2024-08-25
690,43420,16,10,2024-11-29
691,16200,170,4,2024-08-21
692,37507,73,8,2024-09-05
693,35067,139,10,2024-01-19
694,19905,129,4,2024-03-10
695,28987,43,4,2024-06-24
696,42718,5,7,2024-04-07
697,47279,2,7,2024-08-21
698,25382,104,8,2024-12-25
699,20315,55,3,2024-12-03
700,30887,134,1,2024-11-21
701,9535,14,2,2024-05-27
702,5383,123,4,2024-01-07
703,41069,165,3,2024-01-27
704,41531,42,10,2024-01-29
705,49684,98,2,2024-05-02
706,2296,75,6,2024-10-28
707,22266,164,9,2024-01-27
708,2464,125,4,2024-08-20
709,16159,13,1,2024-02-25
710,540,88,10,2024-03-31
711,26941,50,10,2024-07-13
712,20911,110,8,2024-05-19
713,22228,99,10,2024-03-12
714,44390,114,10,2024-04-27
715,8425,188,1,2024-11-28
716,2439,173,10,2024-01-02
717,22746,17,10,2024-11-09
718,14528,55,3,2024-10-25
719,23066,65,2,2024-05-30
720,42218,113,8,2024-08-20
721,17437,95,6,2024-02-29
722,4514,140,1,2024-01-27
723,24694,98,2,2024-01-27
724,33136,50,5,2024-01-18
725,8687,109,9,2024-09-01
726,2840,32,4,2024-12-04
727,6283,107,4,2024-10-20
728,35737,54,1,2024-02-11
729,10291,55,9,2024-06-22
730,25140,82,10,2024-02-18
731,3811,9,10,2024-04-22
732,25040,198,8,2024-09-24
733,27325,195,9,2024-07-23
734,8391,136,4,2024-10-21
735,39075,37,9,2024-12-27
736,35332,126,6,2024-06-18
737,45830,7,7,2024-07-05
738,7714,141,6,2024-03-18
739,5668,110,7,2024-05-27
740,28814,68,4,2024-02-14
741,3803,73,9,2024-09-20
742,20479,92,1,2024-09-05
743,45501,175,2,2024-07-13
744,23849,82,1,2024-03-27
745,17068,196,6,2024-05-22
746,47492,26,4,2024-06-29
747,28674,142,4,2024-01-17
748,7060,95,1,2024-01-06
749,29720,9,10,2024-11-05
750,27235,88,2,2024-06-13
751,6811,118,3,2024-09-12
752,9474,193,4,2024-11-05
753,43380,58,3,2024-03-30
754,41761,136,3,2024-02-06
755,26824,38,8,2024-09-27
756,9182,200,5,2024-12-29
757,37035,90,4,2024-02-16
758,46478,54,4,2024-08-23
759,9921,26,4,2024-02-01
760,20701,112,4,2024-11-23
761,42529,130,1,2024-07-12
762,32919,151,3,2024-04-15
763,23779,178,2,2024-05-13
764,2702,150,3,2024-04-18
765,33985,31,9,2024-06-30
766,8588,200,6,2024-09-11
767,14237,178,7,2024-10-09
768,19198,140,9,2024-08-09
769,39371,171,8,2024-11-22
770,40480,23,4,2024-01-23
771,41010,187,7,2024-01-21
772,31741,97,7,2024-08-02
773,8266,191,2,2024-06-07
774,46690,83,6,2024-04-01
775,18120,151,5,2024-11-10
776,7793,152,7,2024-06-02
777,40686,102,5,2024-12-12
778,28988,36,8,2024-10-13
779,22070,162,8,2024-11-22
780,7843,8,4,2024-11-23
781,20835,111,1,2024-07-08
782,14841,120,4,2024-05-14
783,9362,38,2,2024-09-04
784,5354,172,1,2024-03-09
785,35441,146,6,2024-09-26
786,8162,69,4,2024-07-18
787,40921,158,1,2024-06-04
788,34318,82,1,2024-08-18
789,19027,177,5,2024-10-21
790,20200,155,1,2024-02-09
791,27999,198,2,2024-02-09
792,26657,48,5,2024-07-07
793,37538,45,4,2024-04-07
794,35621,141,1,2024-02-21
795,3109,158,4,2024-11-08
796,415,56,4,2024-01-22
797,45332,134,10,2024-11-03
798,49519,14,7,2024-07-26
799,18703,37,9,2024-08-30
800,33171,7,10,2024-08-13
801,49726,36,10,2024-04-16
802,31034,111,6,2024-08-05
803,46719,167,5,2024-08-16
804,27484,24,8,2024-10-15
805,4287,154,6,2024-02-29
806,47486,55,8,2024-11-02
807,6584,63,4,2024-10-05
808,8021,130,6,2024-10-27
809,13241,3,8,2024-10-23
810,1419,8,5,2024-09-29
811,31886,128,5,2024-04-05
812,12042,172,3,2024-05-24
813,7744,73,8,2024-07-03
814,21426,156,10,2024-10-15
815,46649,174,4,2024-12-13
816,35199,125,3,2024-02-17
817,47478,22,5,2024-07-29
818,16185,136,2,2024-01-21
819,42048,112,10,2024-06-24
820,9562,178,9,2024-09-16
821,31900,145,9,2024-05-15
822,38965,13,4,2024-12-28
823,18129,40,7,2024-02-02
824,46273,83,5,2024-05-07
825,11587,93,10,2024-03-06
826,22188,35,8,2024-11-18
827,31551,188,4,2024-06-21
828,43124,179,9,2024-02-26
829,9127,21,9,2024-07-24
830,18338,104,1,2024-12-03
831,29779,100,8,2024-03-23
832,17911,116,10,2024-07-10
833,30894,41,8,2024-11-24
834,1630,67,6,2024-03-15
835,9164,21,1,2024-11-15
836,36706,50,2,2024-05-28
837,2614,6,6,2024-02-29
838,32538,137,1,2024-07-26
839,37374,33,9,2024-05-02
840,5361,79,3,2024-11-04
841,13190,143,7,2024-02-02
842,37157,91,5,2024-02-20
843,5591,161,10,2024-01-17
844,29486,136,2,2024-09-04
845,49754,47,7,2024-05-24
846,14490,111,8,2024-08-10
847,29054,176,5,2024-08-03
848,48679,177,7,2024-05-19
849,26648,164,6,2024-04-20
850,545,146,9,2024-09-07
851,29801,130,4,2024-07-28
852,35507,21,7,2024-04-13
853,45420,67,2,2024-10-26
854,13344,69,9,2024-02-15
855,49874,36,9,2024-05-04
856,18439,19,5,2024-08-28
857,7110,180,10,2024-04-06
858,27094,71,7,2024-06-07
859,33838,67,9,2024-10-22
860,17073,179,8,2024-12-03
861,11020,73,1,2024-02-19
862,49160,131,7,2024-12-06
863,11785,129,1,2024-10-03
864,40128,38,2,2024-10-31
865,41925,118,1,2024-03-10
866,32473,18,9,2024-02-29
867,1419,65,6,2024-11-04
868,47952,6,7,2024-12-04
869,29825,131,3,2024-12-27
870,46318,180,6,2024-04-26
871,3197,131,4,2024-04-04
872,35433,154,9,2024-06-21
873,9561,40,5,2024-05-12
